uplift_score,uplift_segment,p_treatment,p_control,Converted
-0.012605235,Lost Cause,0.045356616,0.05796185,0
0.08903527,Lost Cause,0.24737681,0.15834154,0
0.47267684,Persuadable,0.74239045,0.2697136,0
0.18041521,Persuadable,0.87526995,0.69485474,1
0.0069620907,Lost Cause,0.49089482,0.48393273,0
0.02904667,Lost Cause,0.11279818,0.08375151,0
0.18435585,Persuadable,0.9937708,0.8094149,1
0.43792805,Sleeping Dog,0.47919118,0.04126314,0
0.051737674,Lost Cause,0.071242,0.019504324,0
0.033400234,Lost Cause,0.067670114,0.03426988,0
0.06469698,Lost Cause,0.07998705,0.015290063,0
0.039566398,Lost Cause,0.07752556,0.037959166,0
0.56965184,Persuadable,0.79954785,0.22989598,0
0.3594733,Persuadable,0.7870215,0.42754823,1
0.14582236,Sleeping Dog,0.23219307,0.08637071,0
0.001604842,Lost Cause,0.013718693,0.012113851,0
-0.016955813,Lost Cause,0.017924318,0.03488013,0
0.021919668,Sure Thing,0.9159248,0.8940051,1
-0.00045090914,Sure Thing,0.9811863,0.9816372,1
0.25873667,Persuadable,0.9848296,0.72609293,1
0.11414035,Sleeping Dog,0.12784046,0.013700112,0
0.037158605,Lost Cause,0.045818333,0.008659728,0
0.29532385,Persuadable,0.9738002,0.67847633,1
0.58366895,Persuadable,0.9374099,0.35374096,1
0.01507511,Lost Cause,0.05165114,0.03657603,0
0.56996036,Persuadable,0.86009175,0.29013136,1
-0.12504095,Lost Cause,0.19627997,0.32132092,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.018384337,Lost Cause,0.3726449,0.35426056,0
-0.18971157,Lost Cause,0.04824495,0.23795652,0
0.17451334,Sleeping Dog,0.2115253,0.037011962,0
0.13677134,Sleeping Dog,0.17312625,0.036354918,0
0.44108358,Persuadable,0.54323155,0.102147974,0
-0.0100603085,Lost Cause,0.0044491547,0.014509463,0
0.21930343,Sleeping Dog,0.3011894,0.081885956,0
-0.03856548,Lost Cause,0.027182398,0.06574788,0
0.061762094,Sure Thing,0.9886622,0.9269001,1
0.061762094,Sure Thing,0.9886622,0.9269001,1
0.2209943,Sleeping Dog,0.29823005,0.07723576,0
-0.084602594,Sure Thing,0.8515816,0.93618417,1
0.061762094,Sure Thing,0.9886622,0.9269001,1
0.16472426,Sleeping Dog,0.400263,0.23553875,0
-0.012752086,Lost Cause,0.10563685,0.118388936,0
0.42120028,Persuadable,0.623308,0.20210773,1
0.19641663,Sleeping Dog,0.27766013,0.0812435,0
0.18127982,Sleeping Dog,0.2721228,0.09084298,0
0.695227,Persuadable,0.790439,0.09521201,1
0.18946233,Sleeping Dog,0.27574006,0.08627773,0
0.43397188,Persuadable,0.70495594,0.27098405,0
-0.030938074,Lost Cause,0.13115124,0.16208932,0
-0.038813926,Lost Cause,0.017614404,0.056428332,0
0.4717211,Persuadable,0.68092763,0.20920652,1
0.32770032,Persuadable,0.98422617,0.65652585,1
0.3973745,Persuadable,0.790439,0.3930645,1
0.017259955,Sure Thing,0.9880684,0.97080845,1
0.032300953,Lost Cause,0.06929795,0.036996994,0
0.29115754,Sleeping Dog,0.38636956,0.09521201,0
0.122412466,Sleeping Dog,0.14249073,0.020078266,1
-0.029365301,Sure Thing,0.9379718,0.9673371,1
0.36975172,Persuadable,0.61586,0.24610826,1
0.032814145,Sure Thing,0.98592514,0.953111,1
-0.0015645288,Lost Cause,0.031381916,0.032946445,0
0.23392111,Persuadable,0.99178845,0.75786734,1
0.35751998,Persuadable,0.6181512,0.2606312,1
0.19394833,Persuadable,0.81973016,0.62578183,1
0.024121344,Sure Thing,0.9886622,0.96454084,1
0.7963207,Persuadable,0.92685616,0.13053551,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.41983467,Persuadable,0.9210373,0.50120264,1
0.008498251,Sure Thing,0.98654944,0.9780512,1
0.08513317,Lost Cause,0.10998923,0.02485606,0
0.07840347,Sure Thing,0.97545457,0.8970511,1
0.101671994,Persuadable,0.9626521,0.8609801,1
0.48986638,Persuadable,0.70543396,0.21556757,0
0.05222559,Sure Thing,0.9456648,0.89343923,1
0.03184767,Lost Cause,0.05454532,0.022697652,0
0.10906327,Persuadable,0.9470902,0.83802694,1
0.1755408,Persuadable,0.82922053,0.6536797,1
-0.014125111,Lost Cause,0.019388245,0.033513356,0
-0.01199512,Lost Cause,0.020581396,0.032576516,1
0.01798758,Sure Thing,0.51181525,0.49382767,0
-0.060200214,Sure Thing,0.5540861,0.6142863,0
0.019313402,Lost Cause,0.028022926,0.008709524,0
0.040411174,Sure Thing,0.98206127,0.9416501,1
0.3973745,Persuadable,0.790439,0.3930645,1
0.0016073342,Lost Cause,0.017594727,0.015987393,0
0.18376012,Sleeping Dog,0.32103616,0.13727604,0
0.25181484,Sleeping Dog,0.3030051,0.051190242,1
0.09881699,Sure Thing,0.98637295,0.88755596,1
0.0057001114,Sure Thing,0.7901364,0.7844363,1
0.156915,Sleeping Dog,0.20458597,0.047670975,0
0.3766465,Persuadable,0.55454105,0.17789456,1
0.4039151,Persuadable,0.85977036,0.45585525,0
0.2529443,Persuadable,0.8382606,0.5853163,1
0.2872091,Persuadable,0.83104557,0.5438365,1
0.21253242,Sleeping Dog,0.2786513,0.06611888,0
-0.1543993,Lost Cause,0.053635888,0.20803519,0
0.56965184,Persuadable,0.79954785,0.22989598,0
0.37014997,Persuadable,0.9878891,0.61773914,1
0.002104788,Lost Cause,0.016502874,0.014398086,0
0.04801613,Sure Thing,0.97951174,0.9314956,1
-0.014023464,Lost Cause,0.015969915,0.02999338,0
0.024527192,Sure Thing,0.9770358,0.9525086,1
0.09141564,Sure Thing,0.9795476,0.888132,1
0.3252654,Persuadable,0.99139154,0.66612613,1
0.24207857,Sleeping Dog,0.28811318,0.046034604,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.22991213,Sleeping Dog,0.32042658,0.09051446,0
0.32683414,Persuadable,0.8283242,0.50149006,0
0.12839396,Sleeping Dog,0.26080027,0.13240631,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.3162595,Sleeping Dog,0.34333724,0.027077744,0
0.018476605,Sure Thing,0.91631526,0.89783865,1
0.06152749,Sure Thing,0.9903375,0.92881,1
0.21242443,Sleeping Dog,0.30255297,0.09012853,0
-0.03225106,Sure Thing,0.9496905,0.9819416,1
0.25887972,Sleeping Dog,0.2672725,0.00839277,0
0.063979685,Lost Cause,0.39415002,0.33017033,0
0.1446394,Sleeping Dog,0.2501694,0.105529994,0
0.046712786,Lost Cause,0.12835965,0.08164686,0
0.50997055,Persuadable,0.6791832,0.16921262,1
0.031778038,Sure Thing,0.9962853,0.9645073,1
-0.0057299137,Sure Thing,0.9837044,0.9894343,1
0.25088978,Persuadable,0.7025723,0.4516825,0
0.009994388,Lost Cause,0.32267916,0.31268477,0
0.28137124,Persuadable,0.83930504,0.5579338,0
0.008539438,Sure Thing,0.992695,0.98415554,1
0.008855298,Lost Cause,0.07694097,0.06808567,0
0.22418356,Persuadable,0.98562926,0.7614457,1
-0.058383897,Lost Cause,0.22109626,0.27948016,0
-0.009771198,Lost Cause,0.026329108,0.036100306,0
0.052542165,Lost Cause,0.113478564,0.0609364,0
0.08075219,Lost Cause,0.10563685,0.024884665,0
0.24834432,Sleeping Dog,0.33068633,0.08234201,0
0.757971,Persuadable,0.84842956,0.09045856,0
0.45771033,Persuadable,0.8163332,0.35862285,1
0.19787724,Sleeping Dog,0.40390277,0.20602553,0
0.29335403,Persuadable,0.7106316,0.41727757,0
0.002549231,Sure Thing,0.98213875,0.9795895,1
0.4531535,Persuadable,0.98607534,0.53292185,1
-0.014086992,Lost Cause,0.020579495,0.034666486,0
0.017986894,Sure Thing,0.97795266,0.95996577,1
0.0559507,Lost Cause,0.24132204,0.18537134,0
0.097032905,Sure Thing,0.9630516,0.8660187,1
0.621192,Persuadable,0.8992453,0.27805337,1
0.080309,Lost Cause,0.28485122,0.20454222,0
0.011360049,Lost Cause,0.28603944,0.2746794,0
0.4529889,Persuadable,0.7081908,0.2552019,1
0.08075219,Lost Cause,0.10563685,0.024884665,0
0.21372402,Persuadable,0.8917296,0.6780056,1
0.39959657,Persuadable,0.9802505,0.5806539,1
-0.003359452,Lost Cause,0.024635838,0.02799529,0
0.038347587,Lost Cause,0.1273021,0.08895451,0
-0.06707424,Sure Thing,0.8697315,0.9368057,1
0.006621003,Sure Thing,0.98398787,0.97736686,1
0.2129238,Sleeping Dog,0.32788652,0.114962734,0
0.059404332,Lost Cause,0.08040453,0.021000195,0
0.10705948,Persuadable,0.98591435,0.8788549,1
0.26632717,Sleeping Dog,0.36164328,0.09531611,0
0.08967841,Sure Thing,0.98606145,0.89638305,1
0.23727718,Sleeping Dog,0.33005786,0.09278067,0
-0.013307475,Lost Cause,0.09292181,0.10622928,0
0.2972489,Persuadable,0.9230816,0.6258327,0
0.06941694,Sure Thing,0.978182,0.9087651,1
0.32187277,Persuadable,0.94195694,0.62008417,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.08495855,Lost Cause,0.12346692,0.038508367,0
0.014464252,Lost Cause,0.018636081,0.004171829,0
0.33815774,Persuadable,0.74945676,0.41129902,1
0.05181098,Sure Thing,0.95574313,0.90393215,1
0.1894773,Sleeping Dog,0.2479045,0.0584272,0
0.14914316,Persuadable,0.89770484,0.7485617,1
0.15864444,Persuadable,0.9579027,0.7992583,1
-0.027365863,Sure Thing,0.9197889,0.94715476,1
0.011305898,Lost Cause,0.08425867,0.07295277,0
0.043444067,Lost Cause,0.07925969,0.035815626,0
0.56965184,Persuadable,0.79954785,0.22989598,0
0.109021544,Persuadable,0.9704672,0.86144567,1
0.19911893,Sleeping Dog,0.28840747,0.08928855,0
0.3019814,Persuadable,0.97292376,0.67094237,1
0.25150788,Persuadable,0.8350644,0.58355653,1
0.037303716,Lost Cause,0.12183244,0.08452872,0
-0.10854956,Lost Cause,0.107528456,0.21607801,0
0.030639768,Lost Cause,0.36416066,0.3335209,0
0.010551274,Sure Thing,0.97414273,0.96359146,1
0.39695865,Persuadable,0.6333742,0.23641555,0
-0.050046615,Lost Cause,0.009352775,0.05939939,0
0.059341114,Lost Cause,0.09072539,0.031384278,0
0.24385092,Sleeping Dog,0.26882496,0.024974044,1
0.10785008,Sleeping Dog,0.22393963,0.116089545,0
-0.12802926,Lost Cause,0.22014871,0.34817797,0
0.023560427,Lost Cause,0.111403905,0.08784348,0
0.19057204,Sleeping Dog,0.28061754,0.0900455,0
0.36087996,Persuadable,0.983809,0.62292904,1
0.21133834,Sleeping Dog,0.29836485,0.08702651,0
-0.06217267,Lost Cause,0.040475722,0.10264839,0
0.045710444,Sure Thing,0.99494004,0.9492296,1
0.1863392,Sleeping Dog,0.25354737,0.06720816,0
0.013548434,Lost Cause,0.10070761,0.08715918,0
0.56965184,Persuadable,0.79954785,0.22989598,0
0.0028678775,Sure Thing,0.65458655,0.6517187,1
0.20141125,Persuadable,0.99065673,0.7892455,1
0.45431724,Persuadable,0.8601751,0.40585783,1
0.53092873,Persuadable,0.77080625,0.23987755,0
0.24164507,Persuadable,0.5698656,0.32822052,0
0.7963207,Persuadable,0.92685616,0.13053551,1
0.7963207,Persuadable,0.92685616,0.13053551,1
0.13155912,Sleeping Dog,0.19340044,0.061841328,0
-0.021498144,Sure Thing,0.9395924,0.96109056,1
-0.0023726225,Sure Thing,0.97339725,0.9757699,1
0.34716302,Persuadable,0.9447985,0.5976355,1
0.16019511,Persuadable,0.9085901,0.74839497,1
0.13626066,Sleeping Dog,0.23014115,0.0938805,0
0.04295695,Sure Thing,0.96630657,0.9233496,1
0.0608787,Lost Cause,0.080428414,0.019549714,0
-0.012752086,Lost Cause,0.10563685,0.118388936,0
0.13057886,Sleeping Dog,0.17830715,0.047728285,0
0.77117217,Persuadable,0.8818097,0.11063754,0
0.6074658,Persuadable,0.8386084,0.23114258,1
-0.033524774,Lost Cause,0.049811102,0.08333588,0
0.75050473,Persuadable,0.8627485,0.11224376,1
0.23472518,Sleeping Dog,0.39858282,0.16385764,0
0.109458745,Persuadable,0.99492455,0.8854658,1
0.74428546,Persuadable,0.86809134,0.12380588,1
0.028587818,Sure Thing,0.8815864,0.85299855,1
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.030449238,Lost Cause,0.042932663,0.012483425,0
0.009553601,Lost Cause,0.017619578,0.008065977,0
0.015506208,Lost Cause,0.15757431,0.1420681,0
0.07771742,Sure Thing,0.99259675,0.9148793,1
0.030524254,Sure Thing,0.95760506,0.9270808,1
0.39943406,Persuadable,0.8003852,0.40095112,1
0.020564318,Sure Thing,0.99443406,0.97386974,1
0.36727983,Persuadable,0.9155374,0.5482576,1
0.109458745,Persuadable,0.99492455,0.8854658,1
0.007407546,Sure Thing,0.9811646,0.973757,1
0.109458745,Persuadable,0.99492455,0.8854658,1
0.02582717,Sure Thing,0.99458057,0.9687534,1
0.06817746,Sure Thing,0.99492455,0.9267471,1
0.014351189,Sure Thing,0.9791812,0.96483,1
0.12540466,Persuadable,0.9891732,0.8637685,1
0.11721015,Persuadable,0.9933328,0.87612265,1
0.04493679,Lost Cause,0.0639556,0.019018807,0
0.03224498,Sure Thing,0.9370309,0.90478593,1
0.109458745,Persuadable,0.99492455,0.8854658,1
0.47777933,Persuadable,0.6105592,0.13277991,0
0.21608594,Sleeping Dog,0.33092454,0.1148386,0
0.1803636,Persuadable,0.8403137,0.6599501,1
0.29115754,Sleeping Dog,0.38636956,0.09521201,0
0.00996089,Lost Cause,0.3921119,0.382151,0
0.7518282,Persuadable,0.82325846,0.071430236,0
0.12540466,Persuadable,0.9891732,0.8637685,1
0.02877605,Sure Thing,0.9949778,0.9662017,1
0.12540466,Persuadable,0.9891732,0.8637685,1
0.12540466,Persuadable,0.9891732,0.8637685,1
0.08488965,Sure Thing,0.941656,0.85676634,1
0.02877605,Sure Thing,0.9949778,0.9662017,1
0.25292748,Sleeping Dog,0.3750387,0.12211123,0
-0.005641453,Lost Cause,0.055139683,0.060781136,0
0.02582717,Sure Thing,0.99458057,0.9687534,1
0.12540466,Persuadable,0.9891732,0.8637685,1
-0.036899358,Lost Cause,0.16320717,0.20010653,0
0.111635506,Persuadable,0.95760506,0.84596956,1
0.11721015,Persuadable,0.9933328,0.87612265,1
0.06225282,Sure Thing,0.8718327,0.8095799,1
0.02877605,Sure Thing,0.9949778,0.9662017,1
0.02582717,Sure Thing,0.99458057,0.9687534,1
0.11777681,Persuadable,0.99316037,0.87538356,1
-0.057208776,Sure Thing,0.67110807,0.72831684,1
0.056895014,Lost Cause,0.09294621,0.036051195,0
-0.06741205,Lost Cause,0.34271777,0.41012982,0
0.035779536,Sure Thing,0.8223313,0.7865518,1
0.5563576,Persuadable,0.7229536,0.16659603,0
0.68919325,Persuadable,0.7229536,0.03376035,1
0.48595294,Persuadable,0.89723325,0.4112803,1
0.16019511,Persuadable,0.9085901,0.74839497,1
0.01892364,Lost Cause,0.09831875,0.07939511,0
0.050223567,Lost Cause,0.057816066,0.0075924993,0
0.010071793,Lost Cause,0.023485847,0.013414054,0
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
-0.0043187737,Lost Cause,0.015159441,0.019478215,0
0.16193514,Sleeping Dog,0.23649894,0.0745638,0
0.32623082,Sleeping Dog,0.4311089,0.104878075,1
0.054197013,Lost Cause,0.3899079,0.33571088,0
0.64377093,Persuadable,0.9134238,0.26965284,1
0.23265864,Sleeping Dog,0.2713888,0.03873016,0
-0.022292066,Lost Cause,0.03553808,0.057830147,0
0.42559513,Sleeping Dog,0.4824891,0.05689397,1
0.48643717,Persuadable,0.8341369,0.34769973,1
0.27019057,Sleeping Dog,0.48742944,0.21723887,0
0.081263945,Lost Cause,0.12907708,0.047813132,0
0.23985095,Sleeping Dog,0.43992344,0.20007248,1
0.17925584,Persuadable,0.73118395,0.5519281,1
0.538815,Persuadable,0.8846655,0.3458505,1
0.0073566884,Lost Cause,0.040366057,0.03300937,0
0.35360044,Persuadable,0.88510907,0.5315086,0
-0.0032751858,Lost Cause,0.17990848,0.18318367,0
-0.026947876,Lost Cause,0.014343804,0.04129168,0
0.32577178,Sleeping Dog,0.37286657,0.0470948,1
0.41098773,Persuadable,0.5085111,0.09752339,0
0.26063204,Sleeping Dog,0.3352983,0.07466625,0
0.17076433,Persuadable,0.9936737,0.82290936,1
0.22802526,Sleeping Dog,0.26795787,0.039932605,1
0.29551345,Sleeping Dog,0.35694417,0.061430737,0
0.22235362,Sleeping Dog,0.46340564,0.24105202,1
-0.043551207,Sure Thing,0.6787836,0.7223348,1
0.09308219,Sure Thing,0.96904874,0.87596655,1
0.07375206,Lost Cause,0.13439609,0.060644027,0
0.44616854,Persuadable,0.98493135,0.5387628,1
0.17939237,Sleeping Dog,0.2612276,0.08183524,0
0.09732875,Lost Cause,0.12069725,0.023368496,0
0.11432836,Sleeping Dog,0.13357629,0.019247929,0
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
-0.005989909,Sure Thing,0.94819176,0.9541817,1
0.29742163,Sleeping Dog,0.4041636,0.10674196,0
0.022674445,Lost Cause,0.031173967,0.008499521,0
0.2720888,Persuadable,0.5111927,0.23910388,0
0.7050031,Persuadable,0.75195026,0.046947185,0
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.1954369,Persuadable,0.83815384,0.64271694,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
-0.0993056,Lost Cause,0.45823172,0.5575373,0
0.0151876,Lost Cause,0.026513115,0.011325515,0
0.18849778,Persuadable,0.98411626,0.7956185,1
0.048701473,Lost Cause,0.08597194,0.037270464,0
0.054983735,Sure Thing,0.98590356,0.9309198,1
0.13311884,Sleeping Dog,0.172562,0.03944317,0
0.39494064,Persuadable,0.8118597,0.41691908,1
0.2913769,Sleeping Dog,0.40152976,0.110152856,0
0.23472518,Sleeping Dog,0.39858282,0.16385764,0
0.15580261,Persuadable,0.9707638,0.8149612,1
0.2733457,Sleeping Dog,0.35097492,0.077629216,0
0.22893554,Sleeping Dog,0.3002883,0.07135276,0
0.086559445,Lost Cause,0.12787092,0.041311476,0
0.6186944,Persuadable,0.67861646,0.059922025,0
0.68919325,Persuadable,0.7229536,0.03376035,1
0.146546,Persuadable,0.9573827,0.8108367,1
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.35642213,Persuadable,0.52500856,0.16858645,0
0.6042606,Persuadable,0.89752835,0.29326773,1
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.110753715,Persuadable,0.9937697,0.883016,1
0.109458745,Persuadable,0.99492455,0.8854658,1
0.17141122,Persuadable,0.9594086,0.78799736,1
0.02582717,Sure Thing,0.99458057,0.9687534,1
0.036528286,Lost Cause,0.07327192,0.036743637,0
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
-0.117102355,Lost Cause,0.20323473,0.3203371,1
0.37035763,Persuadable,0.8372267,0.46686906,1
0.061804473,Sure Thing,0.972959,0.9111545,1
0.16690174,Sleeping Dog,0.24761915,0.08071742,0
0.2996697,Sleeping Dog,0.36406392,0.064394206,0
0.18942678,Persuadable,0.98624796,0.7968212,1
0.032011215,Lost Cause,0.07429231,0.042281095,0
0.23472518,Sleeping Dog,0.39858282,0.16385764,0
0.067153476,Lost Cause,0.08543791,0.018284433,0
0.023583196,Lost Cause,0.031173967,0.007590771,0
-0.086959645,Lost Cause,0.05566993,0.14262958,0
0.087393045,Lost Cause,0.10961795,0.022224905,0
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.16706267,Sleeping Dog,0.28753963,0.12047697,0
0.7963207,Persuadable,0.92685616,0.13053551,1
0.282947,Persuadable,0.9803668,0.6974198,1
-0.003483951,Sure Thing,0.96421236,0.9676963,1
0.32243347,Sleeping Dog,0.45802337,0.13558991,1
0.0043290854,Sure Thing,0.9934843,0.98915523,1
0.40465024,Sleeping Dog,0.49675098,0.09210074,1
0.022000533,Lost Cause,0.078315675,0.056315143,0
0.2937973,Persuadable,0.9809713,0.68717396,1
0.19135232,Sleeping Dog,0.41054392,0.2191916,0
0.045844734,Sure Thing,0.9300182,0.88417345,1
0.07165904,Lost Cause,0.08981101,0.018151967,0
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.55559075,Persuadable,0.64498186,0.08939108,1
0.24479671,Sleeping Dog,0.35977805,0.11498134,0
0.43765867,Persuadable,0.56879216,0.13113351,0
0.16019511,Persuadable,0.9085901,0.74839497,1
0.68919325,Persuadable,0.7229536,0.03376035,1
-0.015240312,Sure Thing,0.8018113,0.8170516,1
0.2086001,Sleeping Dog,0.2927615,0.08416139,0
0.5563576,Persuadable,0.7229536,0.16659603,0
0.45235914,Persuadable,0.84761417,0.39525503,0
0.14540124,Sleeping Dog,0.22940256,0.084001325,1
0.12540466,Persuadable,0.9891732,0.8637685,1
0.114259794,Sleeping Dog,0.15294439,0.038684588,0
0.02877605,Sure Thing,0.9949778,0.9662017,1
0.4156311,Persuadable,0.8481403,0.4325092,1
0.16706267,Sleeping Dog,0.28753963,0.12047697,0
0.20425123,Persuadable,0.79799664,0.5937454,1
0.4247566,Persuadable,0.51895565,0.09419908,0
0.15112396,Sleeping Dog,0.24948679,0.09836283,0
-0.00062537193,Lost Cause,0.43489438,0.43551975,0
0.09456919,Lost Cause,0.15449122,0.059922025,0
0.37264726,Persuadable,0.752834,0.38018677,1
0.4488243,Persuadable,0.6657639,0.21693964,0
0.22204137,Sleeping Dog,0.29255182,0.070510454,0
0.25476122,Persuadable,0.7826606,0.5278994,0
0.16780329,Sleeping Dog,0.19380914,0.026005853,0
0.12412602,Persuadable,0.72912663,0.6050006,1
0.34946215,Sleeping Dog,0.38802677,0.038564626,1
0.23576373,Sleeping Dog,0.34989226,0.11412854,0
0.13053626,Sleeping Dog,0.15449122,0.023954954,0
0.46532574,Persuadable,0.5488907,0.083564974,0
0.014947521,Lost Cause,0.043197285,0.028249765,0
0.31774583,Persuadable,0.58097714,0.2632313,0
0.34045067,Persuadable,0.74687815,0.40642747,1
0.3341924,Sleeping Dog,0.35530886,0.021116452,1
0.5583614,Persuadable,0.97603375,0.4176723,1
0.08082722,Lost Cause,0.14654258,0.06571536,0
0.18359032,Sleeping Dog,0.3629138,0.17932346,0
0.26249492,Sleeping Dog,0.3416527,0.079157755,0
0.34394583,Sleeping Dog,0.45351407,0.109568246,0
0.31459683,Persuadable,0.7960818,0.48148495,0
0.4112957,Persuadable,0.5241865,0.11289079,0
0.6345725,Persuadable,0.9397817,0.30520925,1
0.3850224,Sleeping Dog,0.4732296,0.0882072,1
0.42273372,Persuadable,0.9754985,0.5527648,1
0.32611063,Sleeping Dog,0.397901,0.07179036,0
-0.022131748,Lost Cause,0.014360324,0.036492072,0
0.025267508,Lost Cause,0.058258384,0.032990877,0
0.019854963,Sure Thing,0.9824814,0.96262646,1
0.20588881,Sleeping Dog,0.31704444,0.11115562,0
0.085097864,Lost Cause,0.12411942,0.039021563,0
0.104694426,Persuadable,0.9929563,0.88826185,1
0.020233825,Lost Cause,0.043587916,0.02335409,0
0.48726907,Persuadable,0.81381935,0.32655028,0
0.16404095,Sleeping Dog,0.24743971,0.08339875,0
0.3375366,Sleeping Dog,0.3961524,0.058615796,0
0.0997669,Lost Cause,0.11873476,0.018967858,0
-0.0054753497,Lost Cause,0.06192165,0.067397,0
-0.041971266,Sure Thing,0.53186435,0.5738356,1
0.045345247,Sure Thing,0.9956814,0.95033616,1
0.41032058,Persuadable,0.8027004,0.39237982,1
0.076874435,Sure Thing,0.9918717,0.9149973,1
0.03334965,Lost Cause,0.06919481,0.035845157,0
0.073624134,Sure Thing,0.9756056,0.9019815,1
0.33092016,Persuadable,0.5090606,0.17814046,1
0.014747071,Lost Cause,0.024793576,0.010046505,0
-0.110818535,Lost Cause,0.11246474,0.22328328,0
0.5146648,Persuadable,0.76440996,0.24974515,0
0.11495876,Sleeping Dog,0.24966018,0.13470142,0
0.1437592,Sleeping Dog,0.27588683,0.13212763,0
0.2091503,Sleeping Dog,0.4315586,0.22240831,0
0.5642457,Persuadable,0.97133416,0.40708846,0
0.5505671,Persuadable,0.6273496,0.07678255,0
0.51542354,Persuadable,0.5746772,0.05925372,1
0.18166238,Sleeping Dog,0.27751684,0.095854454,0
0.66590863,Persuadable,0.8920241,0.22611545,1
